"Lectin"	"SA1"	"SA10"	"SA11"	"SA12"	"SA13"	"SA14"	"SA15"	"SA16"	"SA17"	"SA18"	"SA19"	"SA2"	"SA3"	"SA4"	"SA5"	"SA6"	"SA7"	"SA8"	"SA9"
"NA_10"	-1.8256426988922	-2.0316395251569	1.70341969451646	5.76035830364341	6.42978457969196	2.04994205265755	-0.478755403621637	-0.386264785646578	0.282538224671164	-0.567362719303126	-3.91014519303868	-2.90539316747103	-4.53434148496823	-0.296172006213034	-1.11564039487391	1.18839650928591	0.922715412058928	-2.02091461648243	3.21022325922183
"NA_11"	5.27764510951982	0.0838376811653809	4.88784425253848	0.338894514595202	0.785928389917231	0.933128390724533	-5.62957162577675	1.31417495746424	0.282538224671164	0.532172974857717	4.74013726460736	-1.61588655683375	0.694477187493959	-0.296172006213034	6.22336122973911	7.83225269906063	-5.30610331450433	-0.35794961135313	-6.34052352976815
"NA_12"	-0.366211080254905	0.0838376811653809	6.47280675325963	0.338894514595202	0.785928389917231	0.602483076997874	0.599247100786505	0.166276230824497	0.282538224671164	0.532172974857717	-4.54757512395894	-0.409435668268674	0.820008056462408	-0.296172006213034	1.16446754068554	-4.04042216317628	1.92271541205893	-0.35794961135313	0.303332660006578
"NA_13"	-0.366211080254905	0.0838376811653809	-0.171049436515093	6.98275070436993	2.03104089226218	0.602483076997874	0.599247100786505	-0.386264785646578	0.282538224671164	0.532172974857717	0.189390405285993	-1.61588655683375	0.694477187493959	-5.3550656952666	1.16446754068554	1.18839650928591	-0.269929677476553	5.28590657842159	0.303332660006578
"NA_14"	-0.0442829204462658	0.0838376811653809	0.0919849404648012	0.338894514595202	-0.436464010809287	6.02394686604608	0.599247100786505	5.25759140412815	-1.69608812985613	0.532172974857717	5.83324665998199	-1.61588655683375	0.694477187493959	-5.71763579526124	1.16446754068554	1.18839650928591	0.408142233046191	-0.35794961135313	-4.34052352976815
"NA_15"	0.370754513911301	0.0838376811653809	6.47280675325963	0.338894514595202	0.785928389917231	-1.87144811133454	0.599247100786505	-0.386264785646578	0.282538224671164	0.532172974857717	-0.711073866546781	-1.61588655683375	-5.5343415390693	-6.20306257296765	-5.47938864908919	1.18839650928591	0.922715412058928	3.34730711681315	4.1398339277237
"NA_16"	-0.366211080254905	-4.56001850860934	-0.171049436515093	0.338894514595202	0.283428040901606	0.602483076997874	0.599247100786505	-0.386264785646578	0.282538224671164	-5.3747175918969	-1.7366089768232	-2.6938890612419	0.694477187493959	-5.2030626162485	0.579505039964381	1.18839650928591	0.922715412058928	-0.35794961135313	0.303332660006578
"NA_17"	-0.366211080254905	-0.331199836147151	5.47280675325963	-5.30496167517952	-4.44289028254496	4.18744558348981	0.599247100786505	-0.386264785646578	0.282538224671164	-1.63775206265197	-4.54757512395894	3.70604153805361	-5.94937900228077	-0.296172006213034	-3.89442614836803	-5.45545968048882	0.922715412058928	-0.35794961135313	4.9471888497813
"NA_18"	-0.366211080254905	0.0838376811653809	-1.68562259543315	0.338894514595202	5.6928189999527	0.602483076997874	0.599247100786505	-0.748834885641216	-4.7763554643824	7.17602916463244	-5.71750016146863	3.29100405320172	0.694477187493959	-1.72913142791609	1.16446754068554	-2.79249467535952	0.922715412058928	-0.35794961135313	5.36222634906015
"NA_19"	-0.366211080254905	5.72769387094011	-5.5925132255633	0.338894514595202	-1.08854074111432	0.602483076997874	-6.04460908898822	-0.421888702502805	2.05192529816917	-1.70486624305306	0.511318565094632	-1.61588655683375	3.19537542070457	-1.75560367403312	1.16446754068554	-3.45545968048882	0.922715412058928	-2.16530453341073	0.303332660006578
"NA_2"	-0.457922572725156	-0.62823280401452	0.365305355758561	-0.403118082717901	-0.418075908249977	-0.173682906669349	-0.614716481067692	-0.604959874576448	-0.471346324352799	-0.705823969744518	-1.05743714434356	-0.607953945160167	-0.859760947861528	-0.571309807765109	-0.491815468568539	-0.460047628505821	-0.43074761560236	-0.751521760086392	-0.536777793965445
"NA_20"	-0.688139142681628	6.72769387094011	-0.171049436515093	0.338894514595202	-4.63553539913097	-0.856948541639423	0.42932211737788	-6.2931553524012	-5.62435234208345	-1.43745337916833	0.511318565094632	-1.61588655683375	-3.14202408022316	5.34768418356169	1.16446754068554	1.18839650928591	5.8296060220944	-0.35794961135313	5.72479644905478
"NA_21"	-2.82564268413737	0.0838376811653809	6.05776929004816	0.338894514595202	-4.27296529913634	-1.43854418706167	0.599247100786505	-0.386264785646578	6.92639441444589	-0.467827025142283	0.511318565094632	-6.67478024588732	0.694477187493959	-0.296172006213034	1.16446754068554	1.18839650928591	0.922715412058928	-0.35794961135313	0.303332660006578
"NA_22"	3.86260761925782	1.18337337532622	-1.17104943651509	5.10828157333838	-4.63553539913097	-1.24551380070318	0.599247100786505	-0.386264785646578	3.8675007311631	-0.374717602717113	0.511318565094632	-1.29395847006155	-3.72698657063935	4.61071860382244	1.16446754068554	1.18839650928591	0.922715412058928	-1.35794961135313	0.303332660006578
"NA_3"	-0.366211080254905	0.0838376811653809	-0.171049436515093	0.338894514595202	0.785928389917231	0.602483076997874	0.599247100786505	-0.386264785646578	0.282538224671164	0.532172974857717	0.511318565094632	-1.61588655683375	0.694477187493959	-0.296172006213034	1.16446754068554	1.18839650928591	0.922715412058928	-0.35794961135313	0.303332660006578
"NA_4"	-0.366211080254905	0.0838376811653809	-0.171049436515093	0.338894514595202	0.785928389917231	0.602483076997874	0.599247100786505	-0.386264785646578	0.282538224671164	0.532172974857717	0.511318565094632	-1.61588655683375	0.694477187493959	-0.296172006213034	1.16446754068554	1.18839650928591	0.922715412058928	-0.35794961135313	0.303332660006578
"NA_5"	-0.366211080254905	0.0838376811653809	-0.171049436515093	0.338894514595202	0.785928389917231	0.602483076997874	0.599247100786505	-0.386264785646578	0.282538224671164	0.532172974857717	0.511318565094632	-1.61588655683375	0.694477187493959	-0.296172006213034	1.16446754068554	1.18839650928591	0.922715412058928	-0.35794961135313	0.303332660006578
