ATF	1.0 
30	57     
"Type=GenePix Export 3" 
"DateTime=2014/03/28 12:10:34" 
"Settings=C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_setting.gps" 
"GalFile=" 
"PixelSize=5" 
"Wavelengths=532	635" 
"ImageFiles=C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_2_.tif 2	C:\Documents and Settings\MahalLab3\Desktop\LZY\miR200 treated\20140327_2_.tif 3" 
"NormalizationMethod=None" 
"NormalizationFactors=1	1" 
"JpegImage=" 
"StdDev=Type 1" 
"RatioFormulations=W1/W2 (532/635)" 
"FeatureType=Circular" 
"Barcode=" 
"BackgroundSubtraction=LocalFeature" 
"ImageOrigin=0, 0" 
"JpegOrigin=715, 1395" 
"Creator=GenePix Pro 7.2.29.002" 
"Scanner=GenePix 4300 [122871]" 
"FocusPosition=0" 
"Temperature=0" 
"LinesAveraged=1" 
"Comment=" 
"PMTGain=425	570" 
"ScanPower=70	90" 
"LaserPower=2.11	1.69" 
"Filters=Standard Green	Standard Red" 
"ScanRegion=0,0,4400,14400" 
"ScanArea=1" 
"Supplier=" 
"Block"	"Column"	"Row"	"Name"	"ID"	"X"	"Y"	"Dia."	"F532 Median"	"F532 Mean"	"F532 SD"	"B532 Median"	"B532 Mean"	"B532"	"B532 SD"	"% > B532+1SD"	"% > B532+2SD"	"F532 % Sat."	"F635 Median"	"F635 Mean"	"F635 SD"	"B635 Median"	"B635 Mean"	"B635"	"B635 SD"	"% > B635+1SD"	"% > B635+2SD"	"F635 % Sat."	"Ratio of Medians (532/635)"	"Ratio of Means (532/635)"	"Median of Ratios (532/635)"	"Mean of Ratios (532/635)"	"Ratios SD (532/635)"	"Rgn Ratio (532/635)"	"Rgn R2 (532/635)"	"F Pixels"	"B Pixels"	"Circularity"	"Flags"	"Normalize"	"Autoflag"	"Sum of Medians (532/635)"	"Sum of Means (532/635)"	"Log Ratio (532/635)"	"F532 Median - B532"	"F635 Median - B635"	"F532 Mean - B532"	"F635 Mean - B635"	"F532 Total Intensity"	"F635 Total Intensity"	"SNR 532"	"SNR 635"	"F532 CV"	"F635 CV"	"B532 CV"	"B635 CV"	"Index" 
8	4	15	""	""	9855	23495	130	743	736	119	315	679	315	775	0	0	0	622	631	173	99	199	99	270	95	46	0	0.818	0.791	0.798	0.800	1.504	1.714	0.330	540	4084	100	0	0	0	951	953	-0.289	428	523	421	532	397174	340543	0.074	1.600	16	27	114	135	2734
8	5	15	""	""	10125	23495	135	773	768	118	263	268	263	62	99	99	0	598	614	185	77	90	77	106	100	98	0	0.979	0.940	0.957	0.953	1.476	0.802	0.662	540	4316	100	0	0	0	1031	1042	-0.031	510	521	505	537	414620	331690	8.065	4.943	15	30	23	117	2735
8	6	15	""	""	10395	23500	135	756	773	126	248	255	248	63	100	100	0	605	637	222	75	86	75	94	100	100	0	0.958	0.934	0.955	0.965	1.379	0.850	0.782	540	4316	100	0	0	0	1038	1087	-0.061	508	530	525	562	417461	343787	8.222	5.862	16	34	24	109	2736
8	7	15	""	""	10675	23495	80	219	217	42	223	235	223	152	0	0	0	71	72	38	74	101	74	437	0	0	0	1.333	3.000	1.086	1.093	3.559	0.308	0.872	208	1512	100	0	0	0	-7	-8	0.415	-4	-3	-6	-2	45211	14951	-0.118	-0.066	19	52	64	432	2737
8	8	15	""	""	10930	23495	85	189	189	41	207	212	207	49	5	0	0	60	67	37	70	78	70	46	10	2	0	1.800	6.000	1.268	1.252	4.493	0.643	0.008	208	1660	100	0	0	0	-28	-21	0.848	-18	-10	-18	-3	39314	14034	-0.469	-0.239	21	55	23	58	2738
8	9	15	""	""	11195	23490	110	209	210	45	215	223	215	59	7	1	0	69	77	55	70	79	70	57	10	1	0	6.000	-0.714	1.197	1.125	3.946	0.852	0.034	392	2896	100	0	0	0	-7	2	2.585	-6	-1	-5	7	82309	30368	-0.220	-0.035	21	71	26	72	2739
8	10	15	""	""	11465	23490	90	234	233	43	231	235	231	82	3	0	0	67	76	40	69	95	69	604	0	0	0	-1.500	0.286	1.176	1.142	3.394	1.306	0.003	256	1924	100	0	0	0	1	9	Error	3	-2	2	7	59598	19364	-0.024	-0.031	18	52	34	635	2740
8	11	15	""	""	11720	23480	60	229	228	43	234	255	234	148	0	0	0	71	82	45	73	110	73	341	0	0	0	2.500	-0.667	1.040	1.075	4.016	1.288	0.239	120	820	100	0	0	0	-7	3	1.322	-5	-2	-6	9	27343	9884	-0.182	-0.082	18	54	58	310	2741
8	12	15	""	""	12005	23490	65	237	238	45	235	237	235	52	11	2	0	69	75	45	66	95	66	533	0	0	0	0.667	0.333	1.050	0.935	4.968	0.243	0.010	120	940	100	0	0	0	5	12	-0.585	2	3	3	9	28617	9058	0.019	-0.038	18	60	21	561	2742
8	13	15	""	""	12495	23525	110	1043	1063	183	253	256	253	50	100	100	0	1084	1197	527	75	83	75	52	100	100	0	0.783	0.722	0.751	0.759	1.344	0.614	0.834	392	2809	100	0	0	0	1799	1932	-0.353	790	1009	810	1122	416822	469177	16.140	21.423	17	44	19	62	2743
8	14	15	""	""	12490	23525	120	1038	1028	237	253	270	253	661	78	2	0	1084	1178	547	76	113	76	987	51	5	0	0.779	0.703	0.735	0.731	1.422	0.622	0.841	460	3421	100	0	0	0	1793	1877	-0.361	785	1008	775	1102	472847	542006	1.147	1.079	23	46	244	873	2744
8	15	15	""	""	12495	23525	115	1043	1063	183	253	256	253	50	100	100	0	1084	1197	527	75	83	75	52	100	100	0	0.783	0.722	0.751	0.759	1.344	0.617	0.837	392	3011	100	0	0	0	1799	1932	-0.353	790	1009	810	1122	416822	469177	16.140	21.423	17	44	19	62	2745
8	1	16	""	""	9045	23765	135	2518	2552	315	261	283	261	212	100	100	0	4594	4895	1112	73	124	73	506	100	100	0	0.499	0.475	0.486	0.482	1.184	0.448	0.954	540	4303	100	0	0	0	6778	7113	-1.002	2257	4521	2291	4822	1377842	2643280	10.703	9.429	12	22	74	408	2746
8	2	16	""	""	9315	23770	140	2454	2446	465	285	315	285	219	98	97	0	4405	4636	1268	84	138	84	524	99	98	0	0.502	0.475	0.492	0.479	1.386	0.450	0.948	624	4645	100	0	0	0	6490	6713	-0.994	2169	4321	2161	4552	1526458	2893099	9.731	8.584	19	27	69	379	2747
8	3	16	""	""	9590	23765	135	2375	2390	254	284	298	284	160	100	100	0	4258	4472	840	82	118	82	381	100	100	0	0.501	0.480	0.490	0.483	1.175	0.443	0.948	540	4263	100	0	0	0	6267	6496	-0.998	2091	4176	2106	4390	1290352	2415111	13.075	11.428	10	18	53	322	2748
8	4	16	""	""	9855	23780	150	1237	1447	762	304	327	304	148	96	95	0	2079	2291	1122	83	106	83	273	96	95	0	0.467	0.518	0.486	0.507	1.651	0.531	0.809	716	5050	100	0	0	0	2929	3351	-1.097	933	1996	1143	2208	1036013	1640589	7.568	8.004	52	48	45	257	2749
8	5	16	""	""	10125	23775	145	1169	1317	544	327	348	327	108	100	100	0	1998	2217	869	89	99	89	82	100	100	0	0.441	0.465	0.443	0.450	1.335	0.513	0.810	624	4729	100	0	0	0	2751	3118	-1.181	842	1909	990	2128	822028	1383352	8.972	25.829	41	39	31	82	2750
8	6	16	""	""	10395	23775	145	1040	1185	512	313	330	313	107	100	100	0	1629	1840	900	90	101	90	144	100	100	0	0.472	0.498	0.478	0.489	1.352	0.533	0.782	624	4776	100	0	0	0	2266	2622	-1.082	727	1539	872	1750	739727	1147927	7.991	12.076	43	48	32	142	2751
8	7	16	""	""	10670	23770	140	791	811	189	286	294	286	76	100	100	0	863	915	396	91	102	91	77	100	100	0	0.654	0.637	0.643	0.658	1.421	0.577	0.777	624	4614	100	0	0	0	1277	1349	-0.612	505	772	525	824	505862	571013	6.803	10.558	23	43	25	75	2752
8	8	16	""	""	10940	23770	145	710	716	118	259	262	259	66	100	100	0	737	747	294	84	95	84	88	100	100	0	0.691	0.689	0.692	0.712	1.466	0.599	0.770	624	4812	100	0	0	0	1104	1120	-0.534	451	653	457	663	446598	466059	6.879	7.409	16	39	25	92	2753
8	9	16	""	""	11210	23770	145	679	716	371	252	256	252	110	100	99	0	732	810	605	83	96	83	166	100	98	0	0.658	0.638	0.644	0.655	1.426	0.715	0.633	624	4808	100	0	0	0	1076	1191	-0.604	427	649	464	727	446949	505139	4.182	4.301	51	74	42	172	2754
8	10	16	""	""	11490	23765	145	7146	7184	898	259	271	259	137	100	100	0	8256	8471	1647	81	100	81	201	100	100	0	0.842	0.825	0.842	0.833	1.238	0.801	0.914	624	4869	100	0	0	0	15062	15315	-0.247	6887	8175	6925	8390	4482776	5285626	50.460	41.647	12	19	50	201	2755
8	11	16	""	""	11760	23760	145	7279	7319	999	265	275	265	104	100	100	0	7909	8121	1815	84	102	84	278	100	100	0	0.896	0.878	0.890	0.887	1.246	0.858	0.913	624	4806	100	0	0	0	14839	15091	-0.158	7014	7825	7054	8037	4566912	5067312	67.731	28.845	13	22	37	272	2756
8	12	16	""	""	12030	23765	150	7746	7515	2223	251	263	251	90	100	99	0	8494	8383	2712	81	93	81	92	100	99	0	0.891	0.875	0.892	0.888	1.370	0.861	0.898	716	5089	100	0	0	0	15908	15566	-0.167	7495	8413	7264	8302	5380946	6002121	80.578	90.109	29	32	34	98	2757
8	13	16	""	""	12290	23765	150	730	750	265	244	251	244	73	94	92	0	514	542	266	75	86	75	85	95	90	0	1.107	1.084	1.102	1.120	1.807	1.073	0.692	716	5014	100	0	0	0	925	973	0.147	486	439	506	467	537244	388098	6.836	5.365	35	49	29	98	2758
8	14	16	""	""	12555	23760	140	761	798	199	254	257	254	51	99	99	0	572	605	224	76	84	76	52	99	99	0	1.022	1.028	1.061	1.049	1.586	0.996	0.730	624	4452	100	0	0	0	1003	1073	0.032	507	496	544	529	497782	377356	10.608	10.019	24	37	19	61	2759
8	15	16	""	""	12825	23760	145	817	862	283	250	254	250	65	100	99	0	584	635	310	74	85	74	82	100	100	0	1.112	1.091	1.134	1.120	1.589	1.049	0.674	624	4884	100	0	0	0	1077	1173	0.153	567	510	612	561	537922	396036	9.354	6.707	32	48	25	96	2760
8	1	17	""	""	9035	24035	135	3758	3862	3442	288	364	288	455	81	69	0	4267	4387	3461	79	171	79	515	92	71	0	0.829	0.830	0.813	0.796	1.615	0.895	0.748	540	4316	100	0	0	0	7658	7882	-0.271	3470	4188	3574	4308	2085318	2369182	7.688	8.186	89	78	125	301	2761
8	2	17	""	""	9315	24045	150	4216	3701	2480	298	361	298	388	85	74	0	4366	4031	2839	86	168	86	461	91	75	0	0.915	0.863	0.847	0.807	1.602	0.862	0.889	716	5050	100	0	0	0	8198	7348	-0.127	3918	4280	3403	3945	2649773	2886278	8.608	8.380	67	70	107	274	2762
8	3	17	""	""	9575	24035	135	3314	3337	2266	305	349	305	272	93	81	0	3175	3347	3075	91	147	91	317	93	81	0	0.976	0.931	0.954	0.943	1.646	0.812	0.768	540	4251	100	0	0	0	6093	6288	-0.036	3009	3084	3032	3256	1801784	1807228	10.985	10.095	67	91	77	215	2763
8	4	17	""	""	9860	24030	120	12089	11683	2340	336	402	336	649	99	98	0	14143	13922	3098	95	174	95	1056	99	98	0	0.837	0.821	0.835	0.819	1.244	0.821	0.956	460	3426	100	0	0	0	25801	25174	-0.257	11753	14048	11347	13827	5374205	6403922	17.382	13.019	20	22	161	606	2764
8	5	17	""	""	10125	24030	125	11789	11595	2385	391	422	391	320	99	99	0	14369	14207	2995	98	139	98	918	99	98	0	0.799	0.794	0.803	0.792	1.298	0.791	0.952	460	3684	100	0	0	0	25669	25313	-0.324	11398	14271	11204	14109	5333500	6535353	34.916	15.325	20	21	75	660	2765
8	6	17	""	""	10400	24040	130	11264	10338	3292	363	381	363	157	97	95	0	13726	12761	4244	92	107	92	217	96	94	0	0.800	0.787	0.789	0.798	1.318	0.777	0.956	540	4041	100	0	0	0	24535	22644	-0.323	10901	13634	9975	12669	5582424	6891071	63.420	58.313	31	33	41	202	2766
8	7	17	""	""	10675	24035	130	10102	9339	2972	306	314	306	133	97	96	0	11220	10717	4039	93	110	93	172	97	95	0	0.880	0.850	0.867	0.843	1.382	0.828	0.929	540	4063	100	0	0	0	20923	19657	-0.184	9796	11127	9033	10624	5043051	5787339	67.857	61.669	31	37	42	156	2767
8	8	17	""	""	10945	24040	130	10278	10281	1138	296	313	296	110	100	100	0	10828	10959	2038	97	112	97	109	100	100	0	0.930	0.919	0.934	0.930	1.213	0.900	0.952	540	4048	100	0	0	0	20713	20847	-0.104	9982	10731	9985	10862	5551616	5917942	90.618	99.514	11	18	35	97	2768
8	9	17	""	""	11205	24030	135	10130	8928	3586	278	308	278	142	92	90	0	10702	9750	4207	102	127	102	257	94	91	0	0.929	0.897	0.913	0.847	1.664	0.889	0.945	540	4214	100	0	0	0	20452	18298	-0.106	9852	10600	8650	9648	4820941	5264875	60.704	37.444	40	43	46	202	2769
8	10	17	""	""	11470	24035	125	2871	2877	651	283	308	283	176	100	100	0	4345	4384	927	90	109	90	195	100	100	0	0.608	0.604	0.596	0.600	1.193	0.590	0.950	460	3704	100	0	0	0	6843	6888	-0.717	2588	4255	2594	4294	1323515	2016690	14.597	21.923	22	21	57	178	2770
8	11	17	""	""	11750	24035	130	2717	2683	848	300	321	300	233	99	97	0	4231	4152	1324	93	113	93	238	99	99	0	0.584	0.587	0.586	0.584	1.302	0.580	0.926	540	4076	100	0	0	0	6555	6442	-0.776	2417	4138	2383	4059	1448673	2241958	10.137	16.971	31	31	72	210	2771
8	12	17	""	""	12020	24035	125	2799	2785	612	282	303	282	123	100	100	0	4319	4381	1088	93	117	93	499	100	100	0	0.596	0.584	0.585	0.582	1.206	0.381	0.610	460	3704	100	0	0	0	6743	6791	-0.748	2517	4226	2503	4288	1281166	2015466	20.179	8.545	21	24	40	426	2772
8	13	17	""	""	12290	24035	140	1629	1691	695	268	378	268	345	99	99	0	2711	2835	1099	93	133	93	153	100	100	0	0.520	0.519	0.521	0.518	1.240	0.529	0.922	624	4552	100	0	0	0	3979	4165	-0.944	1361	2618	1423	2742	1055069	1768857	3.806	17.660	41	38	91	115	2773
8	14	17	""	""	12565	24035	140	2154	2175	309	289	413	289	376	100	100	0	4204	4227	945	93	136	93	160	100	100	0	0.454	0.456	0.459	0.462	1.205	0.441	0.952	624	4575	100	0	0	0	5976	6020	-1.140	1865	4111	1886	4134	1356889	2637488	4.686	25.569	14	22	91	117	2774
8	15	17	""	""	12830	24035	145	2124	2092	465	292	407	292	385	97	96	0	3984	3999	1255	91	135	91	170	100	99	0	0.471	0.461	0.463	0.459	1.382	0.444	0.953	624	4766	100	0	0	0	5725	5708	-1.087	1832	3893	1800	3908	1305667	2495635	4.377	22.729	22	31	94	125	2775
8	1	18	""	""	9060	24305	115	3016	2929	1177	267	276	267	133	96	95	0	2775	2970	1652	71	83	71	89	98	96	0	1.017	0.918	0.989	0.951	1.630	0.843	0.699	392	3108	100	0	0	0	5453	5561	0.024	2749	2704	2662	2899	1148047	1164323	19.947	32.438	40	55	48	107	2776
8	2	18	""	""	9315	24305	135	3027	3091	849	276	290	276	129	100	100	0	2831	3241	2282	77	101	77	149	100	99	0	0.999	0.890	0.985	0.949	1.518	0.665	0.604	540	4230	100	0	0	0	5505	5979	-0.002	2751	2754	2815	3164	1669150	1750397	21.713	21.074	27	70	44	147	2777
8	3	18	""	""	9590	24305	125	3052	3074	821	288	400	288	529	97	97	0	2682	2939	1563	84	197	84	520	97	96	0	1.064	0.976	1.074	1.035	1.497	0.843	0.736	460	3696	100	0	0	0	5362	5641	0.089	2764	2598	2786	2855	1413841	1351960	5.055	5.273	26	53	132	263	2778
8	4	18	""	""	9845	24305	135	995	1015	219	307	384	307	443	96	10	0	1180	1288	542	85	163	85	407	99	86	0	0.628	0.589	0.611	0.606	1.333	0.763	0.701	540	4160	100	0	0	0	1783	1911	-0.670	688	1095	708	1203	548308	695283	1.424	2.764	21	42	115	249	2779
8	5	18	""	""	10125	24305	135	953	984	337	319	329	319	89	100	99	0	1320	1472	1099	82	95	82	127	100	100	0	0.512	0.478	0.496	0.495	1.333	0.368	0.790	540	4195	100	0	0	0	1872	2055	-0.965	634	1238	665	1390	531246	794764	7.360	10.843	34	74	27	133	2780
8	6	18	""	""	10400	24305	140	901	876	253	300	306	300	65	96	93	0	1158	1208	599	82	91	82	57	98	96	0	0.559	0.512	0.532	0.526	1.737	0.459	0.790	624	4430	100	0	0	0	1677	1702	-0.840	601	1076	576	1126	546434	753536	8.769	19.596	28	49	21	62	2781
8	7	18	""	""	10665	24310	145	14592	14531	2126	274	306	274	733	100	100	0	35279	36204	6915	97	157	97	1151	100	100	0	0.407	0.395	0.397	0.398	1.135	0.375	0.955	624	4711	100	0	0	0	49500	50364	-1.297	14318	35182	14257	36107	9067319	22591143	19.407	31.318	14	19	239	733	2782
8	8	18	""	""	10930	24310	145	14591	18526	10548	270	324	270	878	100	100	1	35696	37502	7156	107	214	107	1637	100	100	0	0.402	0.488	0.403	0.451	1.406	0.513	0.721	624	4671	100	0	0	0	49910	55651	-1.313	14321	35589	18256	37395	11560514	23401459	20.731	22.778	56	19	270	764	2783
8	9	18	""	""	11200	24305	150	13140	12590	3879	269	362	269	804	95	95	0	32556	32644	10582	113	262	113	1990	97	96	0	0.397	0.379	0.383	0.368	1.415	0.366	0.949	716	5025	100	0	0	0	45314	44852	-1.334	12871	32443	12321	32531	9014738	23372903	15.209	16.272	30	32	222	759	2784
8	10	18	""	""	11465	24300	145	1395	1559	801	283	348	283	666	96	25	0	1686	2341	2808	91	192	91	1715	42	13	0	0.697	0.567	0.671	0.655	1.481	0.347	0.756	624	4579	100	0	0	0	2707	3526	-0.520	1112	1595	1276	2250	972607	1460680	1.818	1.253	51	119	191	893	2785
8	11	18	""	""	11745	24305	145	1454	1645	611	287	314	287	191	100	99	0	1954	2544	1684	83	100	83	212	100	99	0	0.624	0.552	0.593	0.601	1.423	0.444	0.827	624	4735	100	0	0	0	3038	3819	-0.681	1167	1871	1358	2461	1026579	1587419	6.969	11.528	37	66	60	212	2786
8	12	18	""	""	12010	24300	145	1407	1503	581	303	441	303	456	94	78	0	1963	2340	1627	98	158	98	510	95	94	0	0.592	0.535	0.580	0.596	1.663	0.421	0.778	624	4526	100	0	0	0	2969	3442	-0.756	1104	1865	1200	2242	938043	1459882	2.329	4.278	38	69	103	322	2787
8	13	18	""	""	12275	24305	150	5422	5502	1403	589	1036	589	893	100	100	0	8149	8234	3006	205	356	205	359	100	100	0	0.608	0.612	0.613	0.649	1.429	0.501	0.818	716	5006	100	0	0	0	12777	12942	-0.717	4833	7944	4913	8029	3939474	5895844	5.001	21.944	25	36	86	100	2788
8	14	18	""	""	12550	24310	145	5520	5742	1251	1138	1358	1138	920	100	100	0	8978	9261	2212	348	466	348	375	100	100	0	0.508	0.517	0.515	0.514	1.216	0.455	0.845	624	4693	100	0	0	0	13012	13517	-0.978	4382	8630	4604	8913	3583206	5778735	4.765	23.453	21	23	67	80	2789
8	15	18	""	""	12820	24305	150	5418	5526	1425	538	977	538	848	100	100	0	8926	9041	3135	182	329	182	334	100	100	0	0.558	0.563	0.570	0.583	1.307	0.465	0.851	716	5153	100	0	0	0	13624	13847	-0.841	4880	8744	4988	8859	3956287	6473083	5.364	26.084	25	34	86	101	2790
8	1	19	""	""	9040	24575	140	2444	2431	1009	222	297	222	304	94	94	0	3912	3891	1323	66	90	66	120	97	96	0	0.578	0.578	0.572	0.551	1.559	0.584	0.838	624	4598	100	0	0	0	6068	6034	-0.791	2222	3846	2209	3825	1517120	2428005	7.020	31.675	41	34	102	133	2791
8	2	19	""	""	9310	24580	140	2320	2404	946	237	408	237	541	95	92	0	3624	3635	1219	73	131	73	212	98	97	0	0.587	0.608	0.582	0.582	1.482	0.614	0.862	624	4496	100	0	0	0	5634	5729	-0.770	2083	3551	2167	3562	1499814	2268337	3.689	16.528	39	33	132	161	2792
8	3	19	""	""	9585	24575	140	2254	2273	745	267	608	267	795	95	77	0	3498	3501	1071	87	189	87	291	97	97	0	0.583	0.588	0.586	0.581	1.466	0.582	0.873	624	4345	100	0	0	0	5398	5420	-0.780	1987	3411	2006	3414	1418386	2184557	2.094	11.381	32	30	130	153	2793
8	4	19	""	""	9815	24550	150	254	272	86	317	872	317	1175	0	0	0	72	80	45	106	290	106	487	0	0	0	1.853	1.731	1.793	1.892	3.203	3.558	0.738	716	4746	100	-75	0	0	-97	-71	0.890	-63	-34	-45	-26	195089	57405	-0.511	-0.431	31	56	134	167	2794
8	5	19	""	""	10085	24550	150	277	289	67	326	706	326	839	0	0	0	72	81	47	106	218	106	329	0	0	0	1.441	1.480	1.511	1.456	3.160	3.810	0.464	716	4945	100	-75	0	0	-83	-62	0.527	-49	-34	-37	-25	207260	57850	-0.497	-0.416	23	58	118	150	2795
8	6	19	""	""	10355	24550	150	271	275	56	317	648	317	829	0	0	0	76	82	44	102	201	102	324	0	0	0	1.769	2.100	1.337	1.344	3.717	3.840	0.366	716	5064	100	-75	0	0	-72	-62	0.823	-46	-26	-42	-20	196776	58805	-0.450	-0.367	20	53	127	161	2796
8	7	19	""	""	10655	24580	145	9214	8507	2698	304	367	304	192	97	95	0	7359	6824	2529	104	123	104	83	98	97	0	1.228	1.221	1.227	1.276	1.446	1.203	0.949	624	4806	100	0	0	0	16165	14923	0.296	8910	7255	8203	6720	5308417	4258184	42.396	80.735	31	37	52	67	2797
8	8	19	""	""	10935	24575	140	8851	8404	2280	287	305	287	89	99	98	0	6222	5972	1774	101	114	101	71	99	99	0	1.399	1.383	1.394	1.381	1.361	1.382	0.961	624	4513	100	0	0	0	14685	13988	0.485	8564	6121	8117	5871	5244390	3726558	91.000	82.507	27	29	29	62	2798
8	9	19	""	""	11200	24575	140	9327	8358	3080	272	307	272	216	94	92	0	6914	6287	2535	95	117	95	116	95	93	0	1.328	1.306	1.328	1.296	1.572	1.299	0.956	624	4133	100	0	0	0	15874	14278	0.409	9055	6819	8086	6192	5215356	3922800	37.273	53.190	36	40	70	99	2799
8	10	19	""	""	11410	24540	150	222	225	46	243	260	243	158	0	0	0	66	78	89	77	102	77	416	0	0	0	1.909	-18.000	1.188	1.157	3.180	0.267	0.023	716	4320	100	-75	0	0	-32	-17	0.933	-21	-11	-18	1	161042	55556	-0.222	-0.058	20	114	60	407	2800
8	11	19	""	""	11630	24550	150	213	217	44	225	245	225	266	0	0	0	60	68	41	67	88	67	430	0	0	0	1.714	-8.000	1.156	1.119	3.956	0.072	0.001	716	4899	100	-75	0	0	-19	-7	0.778	-12	-7	-8	1	155324	48491	-0.105	-0.047	20	60	108	488	2801
8	12	19	""	""	11950	24540	150	219	221	46	228	250	228	281	0	0	0	63	74	87	69	96	69	445	0	0	0	1.500	-1.400	1.229	1.104	3.920	0.587	0.946	716	5238	100	-75	0	0	-15	-2	0.585	-9	-6	-7	5	158272	53080	-0.103	-0.049	20	117	112	463	2802
8	13	19	""	""	12280	24570	135	768	777	254	264	467	264	610	26	1	0	761	862	657	91	158	91	252	92	77	0	0.752	0.665	0.748	0.733	1.658	0.540	0.764	540	4270	100	0	0	0	1174	1284	-0.411	504	670	513	771	419689	465327	0.508	2.794	32	76	130	159	2803
8	14	19	""	""	12550	24570	130	735	749	218	270	483	270	641	17	0	0	744	803	457	95	185	95	751	33	4	0	0.716	0.677	0.719	0.699	1.696	0.578	0.637	540	4048	100	0	0	0	1114	1187	-0.481	465	649	479	708	404496	433618	0.415	0.823	29	56	132	405	2804
8	15	19	""	""	12815	24570	125	783	854	421	265	408	265	532	47	4	0	841	1028	1045	93	177	93	1158	14	3	0	0.693	0.630	0.686	0.669	1.460	0.237	0.679	460	3696	100	0	0	0	1266	1524	-0.530	518	748	589	935	393047	472890	0.838	0.735	49	101	130	654	2805
8	1	20	""	""	9020	24845	160	3432	3846	2144	656	1150	656	1061	100	81	0	3230	3342	2170	172	346	172	393	100	89	0	0.908	1.006	1.012	1.203	2.002	0.974	0.594	812	5328	100	0	0	0	5834	6360	-0.140	2776	3058	3190	3170	3122589	2713611	2.541	7.623	55	64	92	113	2806
8	2	20	""	""	9295	24840	160	4625	4801	1345	2536	2527	2536	1701	67	13	0	4446	4294	2287	794	915	794	752	88	73	0	0.572	0.647	0.690	0.753	2.131	0.906	0.513	812	5089	100	0	0	0	5741	5765	-0.806	2089	3652	2265	3500	3898618	3486464	1.337	4.493	28	53	67	82	2807
8	3	20	""	""	9570	24845	150	4891	5155	1328	3516	3221	3516	1678	35	7	0	5027	4975	2514	1177	1196	1177	804	88	72	0	0.357	0.432	0.440	0.466	2.569	0.580	0.405	716	4878	100	0	0	0	5225	5437	-1.485	1375	3850	1639	3798	3690822	3562143	1.153	4.700	25	50	52	67	2808
8	4	20	""	""	9830	24850	160	5110	5321	1089	3282	3175	3282	1614	58	18	0	4218	4602	1726	1039	1169	1039	814	100	93	0	0.575	0.572	0.501	0.553	2.307	0.635	0.288	812	4949	100	0	0	0	5007	5602	-0.798	1828	3179	2039	3563	4320849	3737061	1.330	4.217	20	37	50	69	2809
8	5	20	""	""	10095	24845	155	4626	4859	861	2533	2636	2533	1461	88	27	0	4074	4390	1499	744	933	744	716	100	98	0	0.629	0.638	0.585	0.648	1.888	0.667	0.316	716	4980	100	0	0	0	5423	5972	-0.670	2093	3330	2326	3646	3479291	3143302	1.522	4.828	17	34	55	76	2810
8	6	20	""	""	10385	24845	150	4540	4798	980	1804	2165	1804	1390	99	49	0	4167	4572	1754	503	736	503	641	100	100	0	0.747	0.736	0.733	0.764	1.740	0.564	0.356	716	5067	100	0	0	0	6400	7063	-0.421	2736	3664	2994	4069	3435447	3273399	1.894	5.984	20	38	64	87	2811
8	7	20	""	""	10665	24850	150	1120	1158	273	576	964	576	1035	3	1	0	938	1123	731	172	315	172	429	94	40	0	0.710	0.612	0.673	0.675	1.602	0.698	0.303	716	4832	100	0	0	0	1310	1533	-0.494	544	766	582	951	829280	803979	0.187	1.883	23	65	107	136	2812
8	8	20	""	""	10930	24845	150	1054	1092	234	404	434	404	150	100	98	0	889	1050	643	127	139	127	83	98	97	0	0.853	0.745	0.821	0.850	1.656	0.514	0.680	716	4872	100	0	0	0	1412	1611	-0.229	650	762	688	923	781641	751482	4.387	10.976	21	61	34	59	2813
8	9	20	""	""	11195	24845	150	1027	1050	227	314	355	314	133	100	100	0	886	1045	719	105	118	105	74	99	97	0	0.913	0.783	0.898	0.902	1.593	0.517	0.664	716	4925	100	0	0	0	1494	1676	-0.131	713	781	736	940	752039	747958	5.226	12.527	21	68	37	62	2814
8	10	20	""	""	11490	24865	105	396	403	72	252	254	252	50	95	74	0	513	516	143	71	78	71	46	100	100	0	0.326	0.339	0.330	0.316	1.815	0.332	0.505	316	2525	100	0	0	0	586	596	-1.618	144	442	151	445	127360	163080	2.980	9.522	17	27	19	58	2815
8	11	20	""	""	11755	24870	105	390	403	131	248	251	248	48	93	77	0	494	508	157	68	76	68	44	100	100	0	0.333	0.352	0.332	0.314	2.013	0.367	0.435	316	2553	100	0	0	0	568	595	-1.585	142	426	155	440	127251	160602	3.167	9.818	32	30	19	57	2816
8	12	20	""	""	12010	24865	105	380	385	73	254	379	254	471	0	0	0	487	505	164	76	124	76	234	93	33	0	0.307	0.305	0.306	0.274	2.177	0.180	0.195	316	2354	100	0	0	0	537	560	-1.706	126	411	131	429	121574	159436	0.013	1.628	18	32	124	188	2817
8	13	20	""	""	12225	24865	140	813	818	137	309	704	309	786	3	0	0	922	937	238	110	220	110	297	100	88	0	0.621	0.615	0.619	0.615	1.373	3.212	0.240	624	4186	100	0	0	0	1316	1336	-0.688	504	812	509	827	510418	584545	0.145	2.414	16	25	111	135	2818
